ICD-10	ICD-10_group	disease_control_number	disease_name
I230		20058449	急性心筋梗塞後心膜血腫
I235		20058450	急性心筋梗塞後乳頭筋断裂
I235		20058451	急性心筋梗塞後乳頭筋不全症
H650		20058665	急性滲出性中耳炎
I212		20097439	急性心尖部側壁心筋梗塞
I339		20058456	急性心内膜炎
I214		20058457	急性心内膜下梗塞
I509		20058459	急性心不全
I309		20058460	急性心膜炎
K112		20058407	急性耳下腺炎
H920		20058412	急性耳痛
J985		20058417	急性縦隔炎
K263		20093090	急性十二指腸潰瘍
K261		20093085	急性十二指腸潰瘍穿孔
R579		20083829	急性循環不全
J010		20058434	急性上顎洞炎
J069		20058435	急性上気道炎
G049		20058437	急性上行性脊髄炎
K550		20079740	急性上腸間膜動脈閉塞症
I829		20058485	急性静脈血栓症
N10		20058471	急性腎盂腎炎
N178		20058465	急性腎後性腎不全
N288		20103186	急性腎障害
N170		20058466	急性腎性腎不全
N178		20058467	急性腎前性腎不全
N171		20058468	急性腎皮質壊死
N179		20058469	急性腎不全
K859		20058679	急性膵壊死
K859		20058678	急性膵炎
F430		20058174	急性ストレス反応
A392		20058476	急性髄膜炎菌菌血症
F448		20058478	急性精神錯乱
F239		20058479	急性精神病
N459		20094183	急性精巣上体炎
J040		20058483	急性声帯炎
J040		20058484	急性声門下喉頭炎
G049		20058486	急性脊髄炎
H605		20058490	急性接触性外耳炎
J039		20058494	急性腺窩性扁桃炎
K353		20058492	急性穿孔性虫垂炎
C924		20058495	急性前骨髄球性白血病
I210		20058496	急性前側壁心筋梗塞
J011		20058497	急性前頭洞炎
K040		20058504	急性全部性化膿性歯髄炎
K040		20089130	急性全部性単純性歯髄炎
H200		20058498	急性前部ぶどう膜炎
I210		20058499	急性前壁心筋梗塞
I210		20097440	急性前壁心尖部心筋梗塞
I210		20058501	急性前壁中隔心筋梗塞
N10		20094963	急性巣状細菌性腎炎
I212		20058506	急性側壁心筋梗塞
A192		20058199	急性粟粒結核
H358		20100888	急性帯状潜在性網膜外層症
R58		20058514	急性大量出血
G35		20058508	急性多発性硬化症
K830		20058519	急性胆管炎
C930		20058515	急性単球性白血病
K830		20058520	急性胆細管炎
K044		20088393	急性単純性根尖性歯周炎
K040		20058517	急性単純性歯髄炎
N300		20058518	急性単純性膀胱炎
K810		20079422	急性胆のう炎
A099		20058511	急性大腸炎
I710		20058513	急性大動脈解離
I710		20087128	急性大動脈解離ＤｅＢａｋｅｙＩ
I710		20087129	急性大動脈解離ＤｅＢａｋｅｙＩＩ
I710		20087130	急性大動脈解離ＤｅＢａｋｅｙＩＩＩａ
I710		20087131	急性大動脈解離ＤｅＢａｋｅｙＩＩＩｂ
I710		20087132	急性大動脈解離ＳｔａｎｆｏｒｄＡ
I710		20087133	急性大動脈解離ＳｔａｎｆｏｒｄＢ
I212		20058523	急性中隔心筋梗塞
H669		20058524	急性中耳炎
K358		20058527	急性虫垂炎
G259		20058526	急性中毒性小脳失調症
A099		20058531	急性腸炎
K550		20079807	急性腸間膜動脈閉塞症
J013		20058534	急性蝶形骨洞炎
K550		20058532	急性腸梗塞
H905		20058543	急性低音障害型感音難聴
N006		20058175	急性デンスデポジット病
F232		20083680	急性統合失調症
F208		20087476	急性統合失調症性エピソード
F232		20087477	急性統合失調症様精神病性障害
L410		20058546	急性痘瘡状苔癬状粃糠疹
R520		20058669	急性疼痛
D693		20095442	急性特発性血小板減少性紫斑病
T652		20088085	急性ニコチン中毒
L208		20058550	急性乳児湿疹
N61		20058551	急性乳腺炎
H700		20058553	急性乳様突起炎
N170		20058554	急性尿細管壊死
N10		20058555	急性尿細管間質性腎炎
N259		20058556	急性尿細管障害
N179	Y433	20100723	急性尿酸性腎症
N342		20058557	急性尿道炎
N390		20058558	急性尿路感染
O266	K760	20103132	急性妊娠脂肪肝
M303		20058560	急性熱性皮膚リンパ節症候群
G934		20058564	急性脳症
F058		20058566	急性脳症候群
J189		20058577	急性肺炎
B450	J998	20058574	急性肺クリプトコッカス症
B380	J172	20058575	急性肺コクシジオイデス症
J984		20087882	急性肺傷害
J81		20058579	急性肺水腫
I260		20058580	急性肺性心
B400	J998	20058576	急性肺ブラストミセス症
H269		20058586	急性白内障
C950		20058585	急性白血病
F010		20087274	急性発症の血管性認知症
I518		20058594	急性汎心炎
H605		20058591	急性反応性外耳炎
L401		20095443	急性汎発性膿疱性乾癬
K650		20058595	急性汎発性腹膜炎
L080		20094184	急性汎発性発疹性膿疱症
J014		20058596	急性汎副鼻腔炎
J209		20058592	急性反復性気管支炎
H651		20058600	急性非化膿性中耳炎
I300		20058603	急性非特異性特発性心膜炎
A804		20058604	急性非麻痺性灰白髄炎
I309		20058599	急性非リウマチ性心膜炎
J00		20058607	急性鼻咽頭炎
J00		20058608	急性鼻炎
N004		20058140	急性びまん性管内増殖性糸球体腎炎
N007		20058142	急性びまん性半月体形成性糸球体腎炎
N002		20058143	急性びまん性膜性糸球体腎炎
N003		20058139	急性びまん性メサンギウム増殖性糸球体腎炎
K291		20058145	急性びらん性胃炎
R100		20058622	急性腹症
J019		20058616	急性副鼻腔炎
J019		20058619	急性副鼻腔蓄膿症
K650		20058623	急性腹膜炎
J040		20058612	急性浮腫性喉頭炎
N700		20058611	急性付属器炎
H402		20058627	急性閉塞隅角緑内障
K830		20079799	急性閉塞性化膿性胆管炎
J050		20058628	急性閉塞性喉頭炎
J039		20058658	急性扁桃炎
H680		20058659	急性扁桃耳管炎
L580		20058630	急性放射線皮膚炎
R821		20058587	急性発作性ミオグロビン尿症
R21		20058590	急性発疹症
T783		20058633	急性本態性浮腫
N300		20058676	急性膀胱炎
E802		20058179	急性ポルフィリン症
H651		20058180	急性ムコイド中耳炎
H830		20058636	急性迷路炎
B005	H220	20058639	急性網膜壊死
H355		20058640	急性網膜色素上皮炎
H200		20058638	急性毛様体炎
K712		20094957	急性薬物性肝炎
K711		20058641	急性薬物性肝不全
T509		20058642	急性薬物中毒
J702		20058643	急性薬物誘発性間質性肺障害
L282		20094661	急性痒疹
O40		20058644	急性羊水過多症
M5456		20058371	急性腰痛症
N700		20058645	急性卵管炎
N700		20058646	急性卵巣炎
I012		20058183	急性リウマチ性心筋炎
I019		20058184	急性リウマチ性心疾患
I011		20058185	急性リウマチ性心内膜炎
I010		20058187	急性リウマチ性心膜炎
I018		20058188	急性リウマチ性汎心炎
I00		20058189	急性リウマチ熱
I00	L540	20058190	急性リウマチ熱性輪状紅斑
H402		20058648	急性緑内障発作
A540	N370	20058649	急性淋菌性尿道炎
L039		20058192	急性リンパ管炎
A872	G020	20058194	急性リンパ性髄膜炎
C910		20058195	急性リンパ性白血病
L049		20058196	急性リンパ節炎
H040		20058652	急性涙腺炎
H043		20079384	急性涙のう炎
A241		20058655	急性類鼻疽
K600		20058656	急性裂肛
H102		20058666	急性濾胞性結膜炎
G121		20084039	球脊髄性筋萎縮症
T888		20087990	急速拡大装置破損
T888		20086992	急速拡大装置不適合
N019		20058687	急速進行性糸球体腎炎
K054		20088394	急速進行性歯周炎
N016		20058686	急速進行性デンスデポジット病
N014		20058683	急速進行性びまん性管内増殖性糸球体腎炎
N017		20058684	急速進行性びまん性半月体形成性糸球体腎炎
N012		20058685	急速進行性びまん性膜性糸球体腎炎
M161		20096965	急速破壊型股関節症
P035		20058692	急速分娩による新生児の障害
B669		20058124	吸虫症
R430		20093534	嗅粘膜性嗅覚障害
I712		20087478	弓部大動脈瘤
K002		20054808	臼傍結節
K001		20054809	臼傍歯
G122		20058715	球麻痺
R431		20078202	嗅盲
D320		20084139	穹隆部髄膜腫
K112		20084179	キュットネル腫瘍
I10		20058827	境界型高血圧症
F21		20086752	境界型統合失調症
R730		20058830	境界型糖尿病
F603b		20094418	境界型パーソナリティ障害
D229		20092038	境界母斑
Q769		20058916	胸郭異常
Q678		20058917	胸郭奇形
M4139		20058918	胸郭原性脊柱側弯症
G540		20058920	胸郭出口症候群
Q678	Q675	20101262	胸郭不全症候群
M954		20058923	胸郭変形
S278		20058924	胸管損傷
S2781		20088395	胸管損傷・胸腔に達する開放創合併あり
S2780		20088396	胸管損傷・胸腔に達する開放創合併なし
R198		20092244	胸脇苦満
T180		20076112	頬腔異物
S279		20058928	胸腔内血腫
S2791		20088397	胸腔内血腫・胸腔に達する開放創合併あり
S2790		20088398	胸腔内血腫・胸腔に達する開放創合併なし
D174		20092720	胸腔内脂肪腫
R222		20058929	胸腔内腫瘤
T914		20058934	胸腔内部損傷後遺症
D174		20058935	胸腔内良性脂肪腫
A154		20088820	胸腔内リンパ節結核・菌確認あり
A154		20088821	胸腔内リンパ節結核・組織学的確認あり
C771		20058926	胸腔内リンパ節の悪性腫瘍
T272		20058936	胸腔熱傷
Q132		20086564	狭隅角
Q894		20058925	胸結合体
A829		20058903	狂犬病
I635		20058898	橋梗塞
I635		20095961	橋梗塞・急性期
I635		20095962	橋梗塞・慢性期
C413		20102779	胸骨悪性腫瘍
S2221		20085508	胸骨開放骨折
S0241		20085465	頬骨開放骨折
M954		20058945	胸骨陥凹
S0240		20076113	頬骨弓骨折
S2220		20058946	胸骨亀裂骨折
R073		20058948	胸骨後面痛
S2220		20058951	胸骨骨折
S0240		20076115	頬骨骨折
D164		20076114	頬骨骨腫
M8698		20058950	胸骨骨髄炎
C413		20096038	胸骨骨肉腫
M7908		20058954	胸骨周囲炎
D480		20058953	胸骨腫瘍
S0271		20090148	頬骨上顎骨多発開放骨折
S0270		20090147	頬骨上顎骨多発骨折
S234		20058944	胸骨ストレイン
C413		20100612	胸骨軟骨肉腫
S234		20058957	胸骨捻挫
Q767		20058943	胸骨の先天奇形
O331		20058907	狭骨盤
Q767		20058959	胸骨披裂
S2220		20058960	胸骨不全骨折
S202		20093735	胸骨部挫傷
S202		20094188	胸骨部打撲
S202		20094189	胸骨部打撲挫傷
R073		20058961	胸骨部痛
S2221		20085509	胸骨柄開放骨折
S2220		20058962	胸骨柄骨折
M8408		20083734	頬骨変形治癒骨折
K449		20058963	胸骨傍ヘルニア
C771		20101534	胸骨傍リンパ節転移
D167		20087134	胸骨良性腫瘍
M202		20058837	強剛母趾
Q740		20058836	強剛母指
S432		20058965	胸鎖関節亜脱臼
M1311		20058966	胸鎖関節炎
S202		20058968	胸鎖関節挫傷
S432		20058969	胸鎖関節脱臼
M2551		20092450	胸鎖関節痛
S202		20094195	胸鎖関節部挫傷
S202		20094196	胸鎖関節部打撲
S202		20094197	胸鎖関節部打撲挫傷
K073		20087367	狭窄歯列弓
M6549		20058910	狭窄性腱鞘炎
M998		20058908	狭窄性神経炎
K830		20058909	狭窄性胆管炎
M6091		20058970	胸鎖乳突筋炎
M7911		20058972	胸鎖乳突筋痛
I613		20084191	橋出血
Q386		20088822	頬小帯異常
Q386		20094664	頬小帯短縮症
C717		20058899	橋神経膠腫
I209		20058911	狭心症
I209		20097441	狭心症３枝病変
F600		20094413	狂信的パーソナリティ障害
R840		20058973	胸水ＬＤＨ上昇
R845		20058975	胸水結核菌陽性
R848		20058976	胸水検査異常
R845		20058977	胸水細菌培養陽性
R846		20058978	胸水細胞診陽性
R848		20058979	胸水腫瘍マーカー高値
R845		20058980	胸水真菌陽性
R848		20058981	胸水線維素網析出
R848		20058982	胸水蛋白増加
J90		20058984	胸水貯留
R843		20058985	胸水糖値上昇
R843		20058986	胸水糖値低下
D434		20058987	胸髄腫瘍
G959		20058988	胸髄症
G543		20058991	胸髄神経根障害
S240		20058989	胸髄振盪症
S241		20058993	胸髄損傷
S241		20058994	胸髄不全損傷
G838		20083755	胸髄麻痺
F843		20058816	共生精神病
E328		20059001	胸腺萎縮
E328		20059002	胸腺炎
C37		20058999	胸腺カルチノイド
C37		20059003	胸腺癌
A188	E328	20059005	胸腺結核
D174		20092722	胸腺脂肪腫
D150		20059006	胸腺腫
G700	D150	20095444	胸腺腫合併重症筋無力症
D384		20059008	胸腺腫瘍
E329		20059009	胸腺症
S278		20059012	胸腺損傷
S2781		20088399	胸腺損傷・胸腔に達する開放創合併あり
S2780		20088400	胸腺損傷・胸腔に達する開放創合併なし
E320		20059011	胸腺増殖遺残
G700	E898	20095445	胸腺摘出後重症筋無力症
E328		20058995	胸腺のう胞
E321		20059014	胸腺膿瘍
E320		20059015	胸腺肥大
D821		20059016	胸腺無形成症
D821		20059017	胸腺無形成性免疫不全症
E328		20059000	胸腺リンパ体質
Q893		20059195	鏡像型心房配列
G372		20085917	橋中心髄鞘崩壊症
R278		20058826	協調運動障害
G403		20058840	強直間代発作
R568		20058849	強直性痙攣
M45-9		20058843	強直性脊椎炎
M45-4	J998	20058844	強直性脊椎炎性呼吸器障害
M4819		20058846	強直性脊椎骨増殖症
M45-9		20058850	強直脊椎炎性虹彩毛様体炎
C412		20102776	胸椎悪性腫瘍
S2200		20059023	胸椎圧迫骨折
M4694		20059025	胸椎炎
M4884		20059027	胸椎黄色靱帯骨化症
G838		20059026	胸椎横断麻痺
S2201		20092418	胸椎横突起開放骨折
S2200		20092417	胸椎横突起骨折
S2201		20085505	胸椎開放骨折
S2201		20085503	胸椎開放性脱臼骨折
M4654		20095725	胸椎化膿性脊椎炎
M4634		20097709	胸椎化膿性椎間板炎
S233		20102220	胸椎棘間靱帯損傷
S2201		20092416	胸椎棘突起開放骨折
S2200		20086912	胸椎棘突起骨折
M8418		20096958	胸椎偽関節
A180	M4904	20096698	胸椎結核
M4884		20059028	胸椎後縦靱帯骨化症
S241		20097597	胸椎硬膜外血腫
M4024		20101878	胸椎後弯
S2200		20059030	胸椎骨折
T911		20087415	胸椎骨折後遺症
M4624		20059029	胸椎骨髄炎
C412		20096035	胸椎骨肉腫
D480		20059032	胸椎腫瘍
M4784		20059033	胸椎症
M4894		20059034	胸椎障害
M4714	G992	20100492	胸椎症性脊髄症
S242		20059035	胸椎神経根損傷
S233		20059022	胸椎ストレイン
C412		20096012	胸椎脊索腫
M4884		20091015	胸椎前縦靱帯骨化症
M4194		20059038	胸椎側弯症
S2210		20094971	胸椎多発圧迫骨折
S2210		20094200	胸椎多発骨折
S231		20059039	胸椎脱臼
S2200		20059040	胸椎脱臼骨折
T911		20059041	胸椎陳旧性圧迫骨折
M4644		20059043	胸椎椎間板炎
M519		20059044	胸椎椎間板症
M511	G551	20102862	胸椎椎間板症性神経根症
M510	G992	20102848	胸椎椎間板症性脊髄症
M9972		20094525	胸椎椎間板性椎間孔狭窄症
M512		20059042	胸椎椎間板ヘルニア
M511	G551	20102865	胸椎椎間板ヘルニアによる神経根症
M510	G992	20102854	胸椎椎間板ヘルニアによる脊髄症
M513		20059046	胸椎椎間板変性
S2201		20092420	胸椎椎弓開放骨折
S2200		20092419	胸椎椎弓骨折
S2201		20092422	胸椎椎体開放骨折
S2200		20092421	胸椎椎体骨折
C795		20087868	胸椎転移
C412		20100607	胸椎軟骨肉腫
S233		20059048	胸椎捻挫
S2200		20087412	胸椎破裂骨折
M8448		20059050	胸椎病的骨折
M5324		20092723	胸椎不安定症
S2200		20101885	胸椎不顕性骨折
S204		20080333	胸椎部挫傷
S202		20094205	胸椎部打撲
S202		20094206	胸椎部打撲挫傷
M5464		20059051	胸椎部痛
M4324		20059053	胸椎癒合椎
D166		20102725	胸椎良性腫瘍
M4394		20059054	胸椎弯曲症
R074		20059056	胸痛
Q212		20058819	共通房室口
H570		20058914	狭瞳症
H501		20058821	共同性外斜視
H504		20058822	共同性斜視
H500		20058823	共同性内斜視
H510		20058824	共同注視麻痺
H518		20058825	共同偏視
H520		20058853	強度遠視
H521		20058854	強度近視
R074		20059057	胸内苦悶
K123		20094666	頬粘膜炎
S099		20076118	頬粘膜外傷
C060		20076119	頬粘膜癌
D180		20097558	頬粘膜血管腫
S005		20076122	頬粘膜咬傷
S015		20084876	頬粘膜咬創
D370		20098594	頬粘膜腫瘍
D000		20088134	頬粘膜上皮内癌
