panel_name	mondo_id	gene_symbol_list
microcornea-myopic chorioretinal atrophy-telecanthus syndrome	MONDO:0014195	ADAMTS18
arrhythmogenic right ventricular dysplasia 13	MONDO:0000908	CTNNA3
chorea-acanthocytosis	MONDO:0008695	VPS13A
adult-onset chronic progressive external ophthalmoplegia with mitochondrial myopathy	MONDO:0018002	RNASEH1 | RRM2B
larynx cancer	MONDO:0002352	ING1 | PTEN | TNFRSF10B
holoprosencephaly 2	MONDO:0007999	SIX3
inflammatory disease	MONDO:0021166	ABCA3 | ABCB4 | ADA2 | ADGRE2 | ANKH | ANKRD55 | AP1S3 | ATP11A | ATP2C1 | C4A | CARD14 | CASR | CCR1 | CCR5 | CD244 | CD247 | CFH | CFHR1 | CFHR5 | CFTR | CIITA | CLDN1 | CPA1 | CPT2 | CTLA4 | CTRC | CTSC | CYBA | CYBB | CYBC1 | DCDC2 | DGKE | DNASE1L3 | DPP9 | DSP | ERAP1 | F12 | FAM13A | FAN1 | FAS | FLG | GNE | GPR35 | HFE | HLA-A | HLA-B | HLA-DPA1 | HLA-DPB1 | HLA-DQB1 | HLA-DRA | HLA-DRB1 | IL10 | IL12A | IL12A-AS1 | IL12B | IL13 | IL21R | IL23R | IL2RA | IL2RB | IL36RN | IL4R | IL6 | IRF3 | KIT | KLRC4 | LACC1 | LRP1 | LTA | MBTPS2 | MEFV | MIF | MLX | MS4A2 | MST1 | MUC5B | MYH2 | MYH9 | MYO5A | NCF1 | NCF2 | NCF4 | NCSTN | NFKBIL1 | PARN | PAX6 | PLA2G7 | PLCG2 | PLK4 | PRF1 | PRSS1 | PRSS2 | PRTN3 | PSEN1 | PSENEN | PTPN2 | PTPN22 | RANBP2 | RTEL1 | SAT1 | SERPING1 | SFTPA1 | SFTPA2 | SFTPC | SLC22A4 | SLC27A4 | SPINK1 | STAT4 | STING1 | STN1 | STX11 | STXBP2 | TBK1 | TCF4 | TERC | TERT | TICAM1 | TLR3 | TLR4 | TNFRSF11B | TRAF3 | TUBGCP4 | TUBGCP6 | UBAC2 | UNC13D | UNC93B1 | UROD | USP6 | XPNPEP2
Diamond-Blackfan anemia 11	MONDO:0013964	RPL26
limb disorder	MONDO:0044967	ATP6V1B2 | COL7A1 | FZD6 | HPGD | KCNH1 | KRT16 | KRT17 | KRT6A | KRT6B | LMX1B | MAP3K20 | PLCD1 | RSPO4 | STXBP1 | TBC1D24 | TELO2
dicarboxylic aminoaciduria	MONDO:0009110	SLC1A1
intracranial hemangioma	MONDO:0002328	EPHB4
global developmental delay, absent or hypoplastic corpus callosum, and dysmorphic facies	MONDO:0014994	ZNF148
autosomal dominant complex spastic paraplegia type 9B	MONDO:0018644	ALDH18A1
symptomatic form of hemophilia B in female carriers	MONDO:0015788	F9
holoprosencephaly 12 with or without pancreatic agenesis	MONDO:0032787	CNOT1
cataract-glaucoma syndrome	MONDO:0015567	PITX3
nephronophthisis 18	MONDO:0014374	CEP83
pancreatic insufficiency-anemia-hyperostosis syndrome	MONDO:0012992	COX4I2
Dubowitz syndrome	MONDO:0009124	LIG4 | NSUN2
combined oxidative phosphorylation deficiency 42	MONDO:0030008	GATC
acute encephalopathy with biphasic seizures and late reduced diffusion	MONDO:0018198	ADORA2A
hereditary thrombocytopenia and hematological cancer predisposition syndrome associated with RUNX1	MONDO:0100083	RUNX1
myasthenic syndrome, congenital, 1B, fast-channel	MONDO:0012156	CHRNA1
qualitative or quantitative defects of nebulin	MONDO:0016194	ACTA1 | CFL2 | KBTBD13 | KLHL40 | KLHL41 | LMOD3 | MYPN | NEB | TPM2 | TPM3
FADD-related immunodeficiency	MONDO:0013408	FADD
esophageal squamous cell carcinoma	MONDO:0005580	DLEC1 | RNF6 | TGFBR2 | WWOX
autosomal recessive cerebellar ataxia - pyramidal signs - nystagmus - oculomotor apraxia syndrome	MONDO:0018189	GRID2 | GRM1
lattice corneal dystrophy (disease)	MONDO:0004686	TACSTD2 | TGFBI
hemosiderosis	MONDO:0001436	BMP2 | BMP6 | FTH1 | HAMP | HFE | HJV | SLC40A1 | TFR2
complex neurodevelopmental disorder	MONDO:0100038	AARS1 | ACTL6B | ADAM22 | ALG13 | AP3B2 | ARHGEF9 | ARV1 | ARX | CACNA1A | CACNA1E | CAD | CASK | CDK19 | CDKL5 | CNPY3 | CPLX1 | CUX2 | CYFIP2 | DALRD3 | DENND5A | DMXL2 | DNM1 | DOCK7 | EEF1A2 | FGF12 | FOXG1 | FRRS1L | GABBR2 | GABRA1 | GABRA2 | GABRA5 | GABRB1 | GABRB3 | GABRG2 | GAD1 | GLS | GNAO1 | GOT2 | GRIN2B | GRIN2D | GUF1 | HCN1 | HERC2 | HNRNPU | IPW | ITPA | KCNA1 | KCNA2 | KCNB1 | KCNQ2 | KCNT1 | KCNT2 | MAGEL2 | MDH1 | MDH2 | MECP2 | MKRN3 | MKRN3-AS1 | NDN | NECAP1 | NEUROD2 | NPAP1 | NTNG1 | NTRK2 | OCA2 | PACS2 | PARS2 | PCDH19 | PHACTR1 | PIGA | PIGB | PIGP | PIGQ | PLCB1 | PNKP | PWAR1 | PWRN1 | RHOBTB2 | RNF13 | SCN1A | SCN1B | SCN2A | SCN3A | SCN8A | SIK1 | SLC12A5 | SLC13A5 | SLC1A2 | SLC25A12 | SLC25A22 | SMC1A | SNORD115-1 | SNORD116-1 | SNRPN | SPTAN1 | ST3GAL3 | STXBP1 | SYNJ1 | SZT2 | TBC1D24 | TRAK1 | TRIM8 | UBA5 | UGDH | UGP2 | WWOX | YWHAG
long QT syndrome 2	MONDO:0013367	ALG10B | KCNH2
ichthyosis vulgaris	MONDO:0024304	FLG
cerebral organic aciduria	MONDO:0019213	ABAT | ACADSB | ACY1 | ADK | ADSL | AHCY | ALDH18A1 | ALDH4A1 | ALDH5A1 | AMACR | AMT | ASPA | ATP6V0A2 | ATP6V1A | ATP6V1E1 | BCKDK | BOLA3 | BTD | CBS | CLPB | CLTRN | CYP27A1 | D2HGDH | DHFR | DLAT | DLD | GAMT | GATM | GCDH | GCH1 | GCSH | GLDC | GLRX5 | GPHN | HADH | HCFC1 | HIBCH | HLCS | HSD17B10 | HTRA2 | IBA57 | IDH2 | ISCA1 | ISCA2 | KYNU | L2HGDH | LIAS | LONP1 | MAOA | MAT1A | MECR | MMADHC | MOCS1 | MOCS2 | MPC1 | MTR | MTRR | MYO5A | NFU1 | ODC1 | OTC | PAH | PDHA1 | PDHB | PDHX | PDP1 | PGK1 | PHGDH | PMPCB | PRODH | PSAT1 | PSPH | SERAC1 | SLC1A4 | SLC25A1 | SLC6A19 | SLC6A8 | SLC6A9 | SPR | SUOX | TH | TIMM50 | TPI1 | UROC1
methylcobalamin deficiency type cblG	MONDO:0009609	MTR
cholelithiasis	MONDO:0012672	ABCG8
neurodevelopmental disorder with or without anomalies of the brain, eye, or heart	MONDO:0014857	RERE
factor V and factor VIII, combined deficiency of, type 1	MONDO:0009206	LMAN1
hypotrichosis 6	MONDO:0011932	DSG4
protoporphyria, erythropoietic, 2	MONDO:0060729	CLPX
Beckwith-Wiedemann syndrome due to NSD1 mutation	MONDO:0016547	NSD1
hereditary progressive chorea without dementia	MONDO:0021011	NKX2-1
optic atrophy 12	MONDO:0033549	AFG3L2
ectodermal dysplasia 12, hypohidrotic/hair/tooth/nail type	MONDO:0015024	KDF1
myopathic intestinal pseudoobstruction	MONDO:0015191	ACTG2
primary short bowel syndrome	MONDO:0018241	CLMP | FLNA
Crouzon syndrome	MONDO:0007405	ERF | FGFR2
astrocytoma (excluding glioblastoma)	MONDO:0019781	BRAF | FGFR1 | IDH2 | KIAA1549 | KRAS | NTRK2 | RAF1 | SRGAP3
peripheral vascular disease	MONDO:0005294	ACVRL1 | ENG | GDF2 | SCN10A | SCN11A | SCN9A | SMAD4
atrial standstill 2	MONDO:0014329	NPPA
Leber congenital amaurosis 5	MONDO:0011473	LCA5
periventricular nodular heterotopia 8	MONDO:0032588	ARF1
nephronophthisis 19	MONDO:0014537	DCDC2
adult-onset multiple mitochondrial DNA deletion syndrome due to DGUOK deficiency	MONDO:0014899	DGUOK
ABetaA21G amyloidosis	MONDO:0017948	APP
cone-rod dystrophy 2	MONDO:0007362	CRX
polycystic kidney disease 1	MONDO:0008263	PKD1
genetic vascular tumor	MONDO:0018729	CAMTA1 | GATA2 | GNA14 | IDH1 | IDH2 | IL6 | KRAS | PIK3CA | PTEN | PTPN14 | TFE3 | TP53 | WWTR1 | YAP1
Fanconi anemia complementation group V	MONDO:0014985	MAD2L2
primary ciliary dyskinesia 27	MONDO:0014215	CCDC65
microcephaly, developmental delay, and brittle hair syndrome	MONDO:0030047	CARS1
Tay-Sachs disease, B1 variant	MONDO:0017728	HEXA
autosomal recessive ataxia, Beauce type	MONDO:0012549	SYNE1
developmental and epileptic encephalopathy, 18	MONDO:0014201	SZT2
autoimmune disease of gastrointestinal tract	MONDO:0000588	FOXP3 | ITCH | LRBA | STAT1
stromal corneal dystrophy	MONDO:0020213	CHST6 | DCN | PIKFYVE | TACSTD2 | TGFBI | UBIAD1
hereditary angioedema type 1	MONDO:0015053	SERPING1
age related macular degeneration 12	MONDO:0013420	CX3CR1
Adams-Oliver syndrome 1	MONDO:0024506	ARHGAP31
fried syndrome	MONDO:0019428	AP1S2
classic congenital adrenal hyperplasia due to 21-hydroxylase deficiency, simple virilizing form	MONDO:0017840	CYP21A2
cortical dysplasia-focal epilepsy syndrome	MONDO:0012400	CNTNAP2
isolated anencephaly/exencephaly	MONDO:0008791	TRIM36
congenital myasthenic syndrome 1A	MONDO:0011088	CHRNA1
nephronophthisis 3	MONDO:0011456	NPHP3
neuronal intranuclear inclusion disease	MONDO:0011327	NOTCH2NLC
dyskeratosis congenita, X-linked	MONDO:0010584	ACD | DKC1 | PARN | RTEL1 | TINF2
pure hereditary spastic paraplegia	MONDO:0015149	CPT1C | DDHD1 | ERLIN1 | REEP2 | RTN2 | SLC33A1 | WASHC5 | ZFR
intrinsic cardiomyopathy	MONDO:0000591	A2ML1 | ABCC6 | ABCC9 | ACAD8 | ACAD9 | ACADVL | ACTC1 | ACTN2 | AGK | AGL | AKR1C2 | AKR1C4 | ALMS1 | ALPK3 | ANKRD1 | ATAD3A | BAG3 | BRAF | CAP2 | CAV1 | CAV3 | CBL | CBX2 | CCN2 | CCR6 | CDH2 | CDKN1C | COQ4 | COQ9 | CRYAB | CSRP3 | CTNNA3 | DES | DHH | DHX37 | DMD | DMPK | DMRT1 | DNAJC19 | DOLK | DPM3 | DSC2 | DSG2 | DSP | DTNA | ELAC2 | EMD | ENPP1 | EPG5 | ETFA | ETFB | ETFDH | ETV6 | EYA4 | FGFR1 | FHL1 | FHL2 | FIP1L1 | FKTN | FLAD1 | FLNC | FUCA1 | FXN | GAA | GABRD | GATAD1 | GBA | GBE1 | GJA5 | GLA | GTPBP3 | GYS1 | H19 | HADHA | HAND2 | HLA-DRB1 | HRAS | IDS | IDUA | IGF2 | IRF5 | JPH2 | JUP | KCNAB2 | KCNQ1 | KCNQ1OT1 | KIAA0319L | KIF20A | KRAS | LAMA4 | LAMP2 | LDB3 | LIMS2 | LMNA | LTBP4 | LZTR1 | MANBA | MAP2K1 | MAP2K2 | MAP3K1 | MAPK1 | MIB1 | MIB2 | MRAS | MRPL44 | MT-ATP6 | MT-ATP8 | MT-CO1 | MT-CO2 | MT-CO3 | MT-CYB | MT-ND1 | MT-ND2 | MT-ND3 | MT-ND4 | MT-ND4L | MT-ND5 | MT-ND6 | MT-RNR1 | MT-TC | MT-TF | MT-TH | MT-TI | MT-TK | MT-TL1 | MT-TP | MT-TQ | MT-TS1 | MT-TS2 | MT-TV | MT-TW | MTO1 | MYBPC3 | MYH6 | MYH7 | MYH7B | MYL2 | MYL3 | MYLK2 | MYO6 | MYOZ2 | MYPN | NDUFS2 | NEBL | NEXN | NPPA | NR0B1 | NR5A1 | NRAS | NSD1 | PDGFRA | PDGFRB | PGM1 | PKP2 | PLEKHM2 | PLN | PPCS | PPP1CB | PRDM16 | PRICKLE3 | PRKAG2 | PSEN1 | PSEN2 | PTPN11 | RAF1 | RASA2 | RBCK1 | RBM20 | RERE | RIT1 | RRAS | RRAS2 | RRM2B | RYR2 | SAA1 | SCARB2 | SCN5A | SDHA | SGCA | SGCB | SGCD | SGCG | SHOC2 | SKI | SLC22A5 | SLC25A20 | SLC25A3 | SLC25A32 | SLC25A4 | SOS1 | SOS2 | SOX9 | SPRED1 | SRY | SYNE1 | SYNE2 | TAF1A | TAFAZZIN | TCAP | TGFB3 | TKFC | TMEM43 | TMPO | TNNC1 | TNNI3 | TNNT2 | TPM1 | TTN | TTR | TXNRD2 | VCL | WT1 | XK | XYLT1 | XYLT2 | ZFPM2
6q16 deletion syndrome	MONDO:0015749	SIM1
kidney sarcoma	MONDO:0002930	BCOR | IRX2 | NUTM2B | NUTM2E | YWHAE
neurofibromatosis, familial spinal	MONDO:0008078	NF1
autosomal dominant Charcot-Marie-Tooth disease type 2 due to KIF5A mutation	MONDO:0017940	KIF5A
autoimmune disease	MONDO:0007179	ADA2 | AIRE | ATP2C1 | BANK1 | BLK | C1QA | C1R | C4A | C4B | CASP10 | CASP8 | CAV1 | CCN2 | CCR5 | CCR6 | CD244 | CIITA | COPA | CR2 | CTLA4 | DNASE1 | DNASE1L3 | ETS1 | FAS | FASLG | FBN1 | FCGR2A | FCGR2B | FCGR2C | FCGR3B | FOXP3 | HLA-DQA1 | HLA-DQB1 | HLA-DRB1 | HNF1A | IL10 | IL2RA | IL6 | INS | IRAK1 | IRF5 | ITCH | ITGAM | ITPR3 | JAZF1 | KIAA0319L | KRAS | LBR | LRBA | LTA | MECP2 | NFKBIL1 | NLRP1 | NOD2 | NRAS | PDCD1 | PLCG2 | PMP22 | PRKCD | PTPN22 | PXK | RASGRP1 | SAMHD1 | SLC22A4 | SLC29A3 | SPP1 | STAT1 | STAT3 | STAT4 | SUMO4 | TNFAIP3 | TNFRSF11A | TNFSF4 | TNIP1 | TPP2 | TREX1 | UBE2L3 | ZAP70
folliculitis	MONDO:0006552	LRP1 | MBTPS2 | SAT1
classic multiminicore myopathy	MONDO:0017939	MYH7 | SELENON | TTN
complement component 5 deficiency	MONDO:0012295	C5
striatal degeneration, autosomal dominant 2	MONDO:0014835	PDE10A
susceptibility to Yao syndrome	MONDO:0015019	NOD2
intellectual developmental disorder with speech delay, dysmorphic facies, and t-cell abnormalities	MONDO:0060763	BCL11B
endometrial stromal tumor	MONDO:0003311	JAZF1 | NUTM2A | NUTM2B | SUZ12 | YWHAE
cone-rod dystrophy 13	MONDO:0011987	RPGRIP1
isolated microphthalmia 3	MONDO:0012604	RAX
Seckel syndrome 1	MONDO:0008869	ATR
teratogenic Pierre Robin syndrome	MONDO:0015323	PAH
Diamond-Blackfan anemia 17	MONDO:0044310	RPS27
collagenopathy type 2 alpha 1	MONDO:0022800	COL2A1
GM1 gangliosidosis	MONDO:0018149	GLB1
deletion 5q35	MONDO:0015571	NSD1
familial hypofibrinogenemia	MONDO:0015096	FGA | FGB | FGG
osteogenesis imperfecta type 16	MONDO:0014544	CREB3L1
unilateral multicystic dysplastic kidney	MONDO:0019981	HNF1B
thrombocytopenia 6	MONDO:0014837	SRC
hereditary spastic paraplegia 47	MONDO:0013551	AP4B1
isolated sulfite oxidase deficiency	MONDO:0010089	SUOX
type I complement component 8 deficiency	MONDO:0013422	C8A
mitochondrial neurogastrointestinal encephalomyopathy	MONDO:0017575	POLG | RRM2B | TYMP
lissencephaly 8	MONDO:0014992	TMTC3
primary ciliary dyskinesia 3	MONDO:0012085	DNAH5
disease by molecular activity disrupted	MONDO:0021196	AARS1 | ABAT | ACADM | ACADS | ACADVL | ACTL6B | ACY1 | ADAM22 | ADSL | AK1 | ALDH2 | ALDOA | ALDOB | ALG13 | AP3B2 | ARHGEF9 | ARSB | ARV1 | ARX | ASPA | BPGM | BTD | CABP4 | CACNA1A | CACNA1E | CACNA1S | CACNB4 | CAD | CASK | CDK19 | CDKL5 | CHRNA2 | CHRNA4 | CHRNB2 | CILK1 | CLCN1 | CLCN2 | CLN5 | CLN6 | CLN8 | CLTRN | CNPY3 | CPA6 | CPLX1 | CRH | CTLA4 | CTSD | CUX2 | CYBA | CYBB | CYBC1 | CYFIP2 | CYP19A1 | CYP21A2 | CYP2R1 | DALRD3 | DENND5A | DEPDC5 | DHCR7 | DLAT | DLD | DMGDH | DMXL2 | DNM1 | DOCK7 | EEF1A2 | EFHC1 | F10 | F13A1 | F13B | F8 | FGF12 | FRRS1L | G6PC1 | G6PD | GABBR2 | GABRA1 | GABRA2 | GABRA5 | GABRB1 | GABRB3 | GABRD | GABRG2 | GAD1 | GAL | GALC | GALNS | GAMT | GATA1 | GATM | GBA | GCLC | GGT1 | GJB6 | GK | GLA | GLB1 | GLS | GNAO1 | GOT2 | GP6 | GPHN | GPI | GPX1 | GRIN2B | GRIN2D | GSR | GSS | GUCY2C | GUF1 | GUSB | GYS1 | GYS2 | H6PD | HCN1 | HEXA | HK1 | HLA-DQA1 | HLCS | HNRNPU | HSD11B1 | HSD17B3 | HSD3B2 | HYAL1 | IDS | IDUA | ITPA | JRK | KCNA1 | KCNA2 | KCNB1 | KCNJ10 | KCNJ2 | KCNJ5 | KCNMA1 | KCNQ2 | KCNQ3 | KCNT1 | KCNT2 | LCT | LDHA | LDHB | LGI1 | LIAS | LONP1 | MAN2B1 | MBTPS2 | MCCC1 | MCCC2 | MCOLN1 | MDH1 | MDH2 | MFSD8 | MICAL1 | MOCS1 | MOCS2 | NAA10 | NAGA | NAXD | NAXE | NCF1 | NCF2 | NCF4 | NECAP1 | NEUROD2 | NGLY1 | NPRL2 | NPRL3 | NT5C3A | NTRK2 | OPLAH | ORAI1 | PACS2 | PARS2 | PCDH19 | PDHA1 | PDHB | PDHX | PDP1 | PFKM | PGK1 | PHACTR1 | PHKA1 | PHKA2 | PHKB | PHKG1 | PHKG2 | PIGA | PIGB | PIGP | PIGQ | PKLR | PLCB1 | PNKP | PPT1 | PROC | PRPS1 | PRRT2 | PSAP | QDPR | RELN | RHOBTB2 | RNF13 | RYR1 | SARDH | SCN10A | SCN11A | SCN1A | SCN1B | SCN2A | SCN3A | SCN4A | SCN8A | SCN9A | SELENBP1 | SGSH | SI | SIK1 | SLC12A5 | SLC13A5 | SLC17A5 | SLC1A2 | SLC25A12 | SLC25A22 | SLC26A3 | SLC2A1 | SLC37A4 | SLC52A2 | SLC52A3 | SLC5A1 | SLC6A19 | SLC9A3 | SMC1A | SPINT2 | SPR | SPTAN1 | SPTLC1 | SRPX2 | ST3GAL3 | ST3GAL5 | STIM1 | STS | STXBP1 | SUOX | SYNJ1 | SZT2 | TBC1D24 | TMPRSS15 | TNFRSF11A | TPI1 | TPMT | TPP1 | TRAK1 | TREH | TRIM8 | UBA5 | UGDH | UGP2 | UROS | WWOX | YWHAG
Kleefstra syndrome due to 9q34 microdeletion	MONDO:0019896	EHMT1
grade II glioma	MONDO:0021639	IDH2 | POT1 | RELA
Pfeiffer syndrome type 2	MONDO:0019660	FGFR2
otopalatodigital syndrome type 2	MONDO:0010571	FLNA
bronchiectasis with or without elevated sweat chloride 3	MONDO:0013112	SCNN1G
SERKAL syndrome	MONDO:0012734	WNT4
Perrault syndrome 5	MONDO:0014504	TWNK
3-methylglutaconic aciduria type 8	MONDO:0044723	HTRA2
mirror movements 1	MONDO:0008002	DCC
cardiovascular organ benign neoplasm	MONDO:0000629	ANTXR1 | ELMO2 | EPHB4 | FLT4 | GNA14 | IL6 | KDR | KRAS | PIK3CA | PTEN | PTPN14 | TP53
simple vascular malformation	MONDO:0016230	A2ML1 | ACVRL1 | ADAMTS3 | ARL6IP6 | BRAF | CALCRL | CBL | CCBE1 | CCM2 | CDC42 | ENG | EPHB4 | FAT4 | FGD1 | FLT4 | FOXC2 | GATA2 | GDF2 | GJC2 | GLA | GLMN | GNAQ | IKBKG | KIF11 | KIF1A | KRAS | KRIT1 | LZTR1 | MAP2K1 | MAPK1 | MPI | MRAS | NRAS | PDCD10 | PEPD | PTPN11 | PTPN14 | RAF1 | RASA1 | RASA2 | RELN | RIT1 | RRAS | RRAS2 | SMAD4 | SOS1 | SOS2 | SOX18 | TEK | VEGFC | ZNHIT3
autosomal dominant Robinow syndrome 2	MONDO:0014591	DVL1 | DVL3
colorectal cancer, hereditary nonpolyposis, type 4	MONDO:0013699	PMS2
intellectual disability, X-linked, syndromic, bain type	MONDO:0010512	HNRNPH2
ventriculomegaly-cystic kidney disease	MONDO:0009063	CRB2
partial chromosome Y deletion	MONDO:0015607	BPY2 | CDY1 | CDY2A | DAZ1 | DAZ2 | DAZ3 | DAZ4 | DDX3Y | HSFY1 | KDM5D | PRY | PRY2 | RBMY1A1 | RPS4Y2 | TSPY1 | USP9Y | VCY | XKRY
thrombotic disorder due to a constitutional platelet anomaly	MONDO:0016636	JAK2 | MPL | THPO
bone marrow neoplasm	MONDO:0005374	ABL1 | AFF1 | ARHGAP26 | ARL11 | ASXL1 | ATM | AUTS2 | BAX | BCOR | BCR | BRAF | CALR | CBFA2T3 | CBFB | CBL | CCND1 | CDKN2A | CEBPA | CHIC2 | CNOT3 | CREBBP | CSF3R | DDX3X | DEK | DNMT3A | ERBB3 | ERCC6L2 | ETV6 | FIP1L1 | FLT3 | FOXP1 | GATA1 | GATA2 | GATA3 | GLIS2 | GNB1 | HLA-C | HLF | HNRNPH1 | IGH | IGHG1 | IGHV3-21 | IGHV4-34 | IKZF1 | IKZF3 | IRF2BP2 | JAK2 | KAT6A | KIT | KMT2A | KRAS | LPP | MECOM | MLLT10 | MLLT3 | MPL | MRTFA | MYB | MYC | MYH11 | NABP1 | NBN | NF1 | NPM1 | NRAS | NUMA1 | NUP214 | P2RX7 | PAX5 | PBX1 | PDGFRA | PDGFRB | PICALM | PIP4K2A | PML | POT1 | PRKAR1A | PTPN11 | RARA | RBM15 | RPN1 | RPS15 | RRAS | RUNX1 | RUNX1T1 | SALL2 | SET | SH2B3 | SH3GL1 | SRC | SRSF2 | STAT3 | STAT5B | STIL | TAL1 | TAL2 | TBL1XR1 | TCF3 | TCL1A | TERT | TET2 | TGM6 | THPO | TLX1 | TLX3 | TP53 | TRA | TRB | TRD | TRG | ZBTB16
tetralogy of fallot	MONDO:0008542	CITED2 | FLT4 | GATA4 | GATA5 | GATA6 | GDF1 | GJA5 | JAG1 | NKX2-5 | NKX2-6 | TBX1 | ZFPM2
early-onset lamellar cataract	MONDO:0018611	BFSP2 | CRYAA | CRYAB | CRYBA1 | CRYBA4 | CRYGB | CRYGC | CRYGD | CRYGS | HSF4 | MIP
epilepsy, early-onset, vitamin B6-dependent	MONDO:0015005	PLPBP
autosomal recessive nonsyndromic deafness 3	MONDO:0010860	MYO15A
peripheral nervous system neoplasm	MONDO:0001406	COQ6 | DLST | DNMT3A | EPAS1 | FLI1 | HTRA1 | LZTR1 | NF2 | RET | SDHA | SDHAF2 | SDHB | SDHC | SDHD | SH3PXD2A | SLC25A11 | SMARCB1 | VHL
Ehlers-Danlos syndrome, musculocontractural type	MONDO:0011142	CHST14 | DSE
hypertriglyceridemia, familial	MONDO:0007788	APOA5
reticulate pigment disorder	MONDO:0000118	ADAM10 | ADAR | KRT5 | POFUT1 | POGLUT1 | PSENEN
3-methylcrotonyl-CoA carboxylase deficiency	MONDO:0018950	MCCC1 | MCCC2
myopia 23, autosomal recessive	MONDO:0014183	LRPAP1
spondylocostal dysostosis 6, autosomal recessive	MONDO:0014694	RIPPLY2
temtamy syndrome	MONDO:0009033	C12orf57
mitochondrial DNA depletion syndrome 13	MONDO:0014198	FBXL4
polycythemia (disease)	MONDO:0005571	EGLN1 | EPAS1 | EPO | EPOR | HBA1 | HBA2 | HBB | JAK2 | MPL | SH2B3 | TET2 | VHL
autosomal recessive isolated diffuse palmoplantar keratoderma	MONDO:0020096	SERPINB7 | SLURP1
urocanic aciduria (disease)	MONDO:0010167	UROC1
nemaline myopathy 2	MONDO:0009725	NEB
substance dependence	MONDO:0004938	ADH1B | ADH1C | GABRA2 | HTR2A
peripheral primitive neuroectodermal tumor	MONDO:0018271	FLI1
mature T-cell and NK-cell non-Hodgkin lymphoma	MONDO:0000430	ALK | NPM1 | STAT3 | TYK2
Keipert syndrome	MONDO:0009720	GPC4
male infertility due to obstructive azoospermia	MONDO:0020091	ADGRG2 | AMH | AMHR2 | BICC1 | CFTR | DNAJB11 | DZIP1L | GANAB | PKD1 | PKD2 | PKHD1
